Record#,PIT Tag,SRR Verbose,SRR Code,Event Type,Length,Weight,Conditional Comments,Text Comments,Event Date,Event Site,Life Stage,Brood Year,Migration Year,Spawn Year,Release Site,RKM Mask,RKM Ext,Release Temp,Release Date,Tagger,Organization,Capture Method,Mark Method,Mark Temp,Hold Temp,Raceway/Transect/Tank,Hatchery,Stock,Latitude,Longitude,Lat/Long Source,CWT-S,Second PIT Tag,Scale ID,Adipose Clip,Fin Clip,CWT-BODY,Release Status,Sex (field),Sex (final),Sex Source,Capture Status,Snubbed Dorsal,Injury,Tally Count,Scale Age,Scale Origin,Final Origin,Field Origin,Origin Source
389,3DD.003DA289EB,Wild Summer Steelhead,32W,Mark,500,NA,AI FE RF,NA,9/15/2021 8:41,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 8:41,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,82-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
390,3DD.003DA289DE,Wild Summer Steelhead,32W,Mark,700,NA,AI MA RF,NA,9/15/2021 9:40,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 9:40,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,82-5,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,1.1,W,W,W,NA
391,3DD.003DA289D7,Hat. Summer Steelhead,32H,Mark,580,NA,AD FE RF,NA,9/15/2021 9:45,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 9:45,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,82-4,X,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.2,H,H,H,NA
392,3DD.003DA289E1,Hat. Summer Steelhead,32H,Mark,620,NA,AD FE RF,NA,9/15/2021 9:51,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 9:51,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,82-6,X,NA,NA,Passed,Female,Male,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
393,3DD.003DA289FF,Hat. Summer Steelhead,32H,Mark,590,NA,AD MA RF,NA,9/15/2021 10:08,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 10:08,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,83-1,X,NA,NA,Passed,Male,Male,Wells Broodstock,Maiden,NA,NA,NA,1.1,H,H,H,NA
394,3DD.003DA28A05,Wild Summer Steelhead,32W,Mark,710,NA,AI MA RF,NA,9/15/2021 10:22,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 10:22,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,83-2,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,2.2,W,W,W,NA
395,3DD.003DA289EF,Wild Summer Steelhead,32W,Mark,680,NA,AI MA RF,NA,9/15/2021 10:30,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 10:30,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,83-3,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,2.2,W,W,W,NA
396,3DD.003DA28A38,Hat. Summer Steelhead,32H,Mark,720,NA,AD FE RF,NA,9/15/2021 10:41,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 10:41,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,83-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.2,H,H,H,NA
397,3DD.003DA289FC,Hat. Summer Steelhead,32H,Mark,830,NA,AD MA RF,NA,9/15/2021 10:46,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 10:46,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,83-5,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
398,3DD.003DA28A28,Hat. Summer Steelhead,32H,Mark,580,NA,AD FE RF,NA,9/15/2021 11:12,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 11:12,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,83-6,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
399,3DD.003DA289E5,Hat. Summer Steelhead,32H,Mark,600,NA,AD CW MA RF,NA,9/15/2021 11:13,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 11:13,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,84-1,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,UNREADABLE,H,H,H,NA
400,3DD.003DA28A1B,Hat. Summer Steelhead,32H,Mark,530,NA,AD FE RF,NA,9/15/2021 11:42,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 11:42,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,84-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
401,3DD.003DA28A2F,Hat. Summer Steelhead,32H,Mark,580,NA,AD FE RF,NA,9/15/2021 11:50,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 11:50,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,84-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,UNREADABLE,H,H,H,NA
402,3DD.003DA289D8,Wild Summer Steelhead,32W,Mark,880,NA,AI MA RF,NA,9/17/2021 6:35,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 6:35,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,85-1,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,R.2,W,W,W,NA
403,3DD.003DA28A1A,Hat. Summer Steelhead,32H,Mark,610,NA,AD MA RF,NA,9/17/2021 7:29,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 7:29,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,85-2,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
404,3DD.003DA28A07,Hat. Summer Steelhead,32H,Mark,550,NA,AD FE RF,NA,9/17/2021 7:34,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 7:34,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,85-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
405,3DD.003DA28A1C,Hat. Summer Steelhead,32H,Mark,560,NA,AD FE RF,NA,9/17/2021 7:41,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 7:41,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,85-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
406,3DD.003DA289D5,Hat. Summer Steelhead,32H,Mark,580,NA,AD FE RF,NA,9/17/2021 7:51,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 7:51,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,85-5,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
407,3DD.003DA28A09,Hat. Summer Steelhead,32H,Mark,570,NA,AD MA RF,NA,9/17/2021 7:52,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 7:52,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,85-6,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
408,3DD.003DA28A2B,Hat. Summer Steelhead,32H,Mark,540,NA,AI FE RF,NA,9/17/2021 8:09,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 8:09,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,86-1,NA,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
409,3DD.003DA28A02,Hat. Summer Steelhead,32H,Mark,800,NA,AD FE RF,NA,9/17/2021 8:13,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 8:13,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,86-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
410,3DD.003DA28A2E,Hat. Summer Steelhead,32H,Mark,580,NA,AD FE RF,Injury-Body,9/17/2021 8:16,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 8:16,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,86-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,SS,NA,1.1,H,H,H,NA
411,3DD.003DA289EE,Wild Summer Steelhead,32W,Mark,650,NA,AI FE RF,NA,9/17/2021 8:28,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 8:28,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,86-4,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
412,3DD.003DA28A30,Hat. Summer Steelhead,32H,Mark,520,NA,AD MA RF,NA,9/17/2021 8:32,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 8:32,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,86-5,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
413,3DD.003DA28A04,Hat. Summer Steelhead,32H,Mark,570,NA,AD FE RF,NA,9/17/2021 9:22,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 9:22,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,86-6,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
414,3DD.003DA288F5,Hat. Summer Steelhead,32H,Mark,710,NA,AD FE RF,NA,9/17/2021 9:23,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 9:23,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,87-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
415,3DD.003D46A6B2,Hat. Summer Steelhead,32H,Recapture,540,NA,AD MA RE RF,This is a recap!!!!,9/17/2021 9:25,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 9:25,ECKENBERG J,CPUD,LADDER,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,87-2,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
416,3DD.003DA288D4,Hat. Summer Steelhead,32H,Mark,590,NA,AD MA RF,NA,9/17/2021 9:27,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 9:27,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,87-3,X,NA,NA,Passed,Male,Male,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
417,3DD.003DA288E9,Hat. Summer Steelhead,32H,Mark,580,NA,AD MA RF,NA,9/17/2021 9:29,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 9:29,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,87-4,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
418,3DD.003DA288EE,Hat. Summer Steelhead,32H,Mark,580,NA,AD CW FE RF,NA,9/17/2021 9:31,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 9:31,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,87-5,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
419,3DD.003BE55BD6,Hat. Summer Steelhead,32H,Recapture,560,NA,CW FE RE RF,This is a recap!!!!,9/17/2021 9:36,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 9:36,ECKENBERG J,CPUD,LADDER,NA,25,NA,NA,NA,NA,NA,NA,NA,X,NA,87-6,NA,NA,NA,Passed,Female,Female,Wells Broodstock,Maiden,X,NA,NA,R.1,H,H,H,NA
420,3DD.003DA28904,Hat. Summer Steelhead,32H,Mark,770,NA,AD FE RF,NA,9/17/2021 9:51,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 9:51,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,88-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
421,3DD.003DA288FB,Hat. Summer Steelhead,32H,Mark,560,NA,AD MA RF,NA,9/17/2021 10:03,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 10:03,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,88-2,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
422,3DD.003DA288BC,Hat. Summer Steelhead,32H,Mark,580,NA,AD CW FE RF,NA,9/17/2021 10:05,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 10:05,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,88-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,UNREADABLE,H,H,H,NA
423,3DD.003DA288AA,Hat. Summer Steelhead,32H,Mark,610,NA,AD MA RF,NA,9/17/2021 10:54,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/17/2021 10:54,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,88-4,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
424,3DD.003DA28AD1,Wild Summer Steelhead,32W,Mark,580,NA,AI FE RF,NA,9/21/2021 6:12,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 6:12,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,89-1,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,W1.1,W,W,W,NA
425,3DD.003DA28AE7,Hat. Summer Steelhead,32H,Mark,620,NA,AD MA RF,NA,9/21/2021 7:52,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 7:52,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,89-2,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
426,3DD.003DA28AB6,Hat. Summer Steelhead,32H,Mark,820,NA,AD FE RF,Injury snout,9/21/2021 7:56,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 7:56,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,89-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,HW,NA,1.2,H,H,H,NA
427,3DD.003DA28AD8,Wild Summer Steelhead,32W,Mark,670,NA,AI FE RF,Changed to W per scale analysis,9/21/2021 8:01,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 8:01,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,89-4,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,3.2,W,W,H,NA
428,3DD.003DA28AC8,Wild Summer Steelhead,32W,Mark,610,NA,AI FE RF,NA,9/21/2021 8:07,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 8:07,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,89-5,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
429,3DD.003DA28AB5,Hat. Summer Steelhead,32H,Mark,550,NA,AI CW FE RF,NA,9/21/2021 8:34,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 8:34,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,89-6,NA,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,2.1,H,H,H,NA
430,3DD.003DA28AAA,Hat. Summer Steelhead,32H,Mark,600,NA,AD MA RF,NA,9/21/2021 8:40,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 8:40,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,90-1,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
431,3DD.003DA28ADA,Hat. Summer Steelhead,32H,Mark,560,NA,AD CW FE RF,NA,9/21/2021 8:56,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 8:56,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,90-2,X,NA,NA,Passed,Female,Male,Wells Broodstock,Maiden,X,NA,NA,R.1,H,H,H,NA
432,3DD.003DA28AF1,Wild Summer Steelhead,32W,Mark,630,NA,AI FE RF,NA,9/21/2021 9:37,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 9:37,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,90-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
433,3DD.003DA28AD3,Hat. Summer Steelhead,32H,Mark,620,NA,AD MA RF,NA,9/21/2021 9:40,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 9:40,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,90-4,X,NA,NA,Passed,Male,Male,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
434,3DD.003DA28AED,Hat. Summer Steelhead,32H,Mark,590,NA,AD CW FE RF,NA,9/21/2021 9:56,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 9:56,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,90-5,X,NA,NA,Passed,Female,Female,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
435,3DD.003DA28AD9,Hat. Summer Steelhead,32H,Mark,580,NA,AD FE RF,NA,9/21/2021 10:02,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 10:02,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,90-6,X,NA,NA,Passed,Female,Male,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
436,3DD.003DA28AE9,Hat. Summer Steelhead,32H,Mark,610,NA,AD MA RF,NA,9/21/2021 10:05,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 10:05,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,91-1,X,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,1.1,H,H,H,NA
437,3DD.003D4383D8,Hat. Summer Steelhead,32H,Recapture,570,NA,AD MA RE RF,This is a recap!!!!,9/21/2021 11:53,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 11:53,ECKENBERG J,CPUD,LADDER,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,91-2,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
438,3DD.003DA28AAD,Hat. Summer Steelhead,32H,Mark,780,NA,AD FE RF,NA,9/21/2021 12:13,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 12:13,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,91-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
439,3DD.003DA28AA3,Hat. Summer Steelhead,32H,Mark,570,NA,AD FE RF,NA,9/21/2021 12:29,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 12:29,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,91-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
440,3DD.003DA28AB4,Hat. Summer Steelhead,32H,Mark,620,NA,AD FE RF,NA,9/21/2021 12:41,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 12:41,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,91-5,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
441,3DD.003D67A8B3,Hat. Summer Steelhead,32H,Recapture,560,NA,AD FE RE RF,This is a recap!!!!,9/21/2021 12:48,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 12:48,ECKENBERG J,CPUD,LADDER,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,91-6,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
442,3DD.003DA28AA4,Hat. Summer Steelhead,32H,Mark,560,NA,AD CW FE RF,NA,9/21/2021 12:52,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 12:52,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,92-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
443,3DD.003D875563,Hat. Summer Steelhead,32H,Recapture,580,NA,AD FE RE RF,This is a recap!!!!,9/21/2021 13:09,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 13:09,ECKENBERG J,CPUD,LADDER,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,92-2,X,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,1.1,H,H,H,NA
444,3DD.003D46B393,Hat. Summer Steelhead,32H,Recapture,550,NA,AD FE RE RF,This is a recap!!!!,9/21/2021 13:16,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 13:16,ECKENBERG J,CPUD,LADDER,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,92-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
445,3DD.003DA28AB9,Hat. Summer Steelhead,32H,Mark,590,NA,AI FE RF,NA,9/21/2021 13:21,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 13:21,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,92-4,NA,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
446,3DD.003DA28AFD,Hat. Summer Steelhead,32H,Mark,580,NA,AD FE RF,NA,9/21/2021 13:50,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 13:50,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,92-5,X,NA,NA,Passed,Female,Male,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
447,3DD.003DA28AE5,Hat. Summer Steelhead,32H,Mark,790,NA,AD FE RF,NA,9/21/2021 13:52,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/21/2021 13:52,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,92-6,X,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,1.2,H,H,H,NA
448,3DD.003DA28AC9,Hat. Summer Steelhead,32H,Mark,730,NA,AD FE RF,NA,9/23/2021 6:17,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/23/2021 6:17,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,93-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
449,3DD.003DA28AE1,Hat. Summer Steelhead,32H,Mark,590,NA,AD FE RF,NA,9/23/2021 6:59,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/23/2021 6:59,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,93-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
450,3DD.003DA28AEB,Hat. Summer Steelhead,32H,Mark,530,NA,AD FE RF,NA,9/23/2021 7:27,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/23/2021 7:27,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,93-3,X,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,1.1,H,H,H,NA
451,3DD.003DA28AF0,Wild Summer Steelhead,32W,Mark,620,NA,AI FE RF,Changed to W per scale analysis,9/23/2021 7:47,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/23/2021 7:47,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,93-4,NA,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,W1.1,W,W,H,NA
452,3DD.003DA28AE3,Hat. Summer Steelhead,32H,Mark,540,NA,AD MA RF,NA,9/23/2021 8:02,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/23/2021 8:02,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,93-5,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
453,3DD.003DA28ACA,Wild Summer Steelhead,32W,Mark,590,NA,AI FE RF,NA,9/23/2021 8:37,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/23/2021 8:37,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,93-6,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
